Transaction_ID,Date,Day_Name,Brand,Units_Sold,Price_Per_Unit,Custome_ Name,Customer_Age,City,Payment_Method,Customer_Ratings,Mobile_Model,Total_sales
982,2022-07-16,Saturday,Apple,2,13389.01,Radha Sheth,33,Vadodara,UPI,3,iPhone 11,26778.02
983,2022-07-16,Saturday,Samsung,8,50371.3,Rajesh Arora,19,Mumbai,Cash,5,Galaxy Note 20,402970.4
984,2022-07-17,Sunday,Vivo,3,60582.22,Meena Kumar,18,Mumbai,Cash,4,Vivo V20,181746.66
985,2022-07-17,Sunday,Vivo,7,33929.29,Vivek Teja,47,Delhi,Debit Card,3,Vivo Y51,237505.03
986,2022-07-17,Sunday,OnePlus,5,41327.59,Devendra Yadav,54,Lucknow,Credit Card,5,OnePlus Nord,206637.95
987,2022-07-17,Sunday,Xiaomi,3,34092.5,Bhavana Rathod,40,Delhi,Credit Card,5,Mi 11,102277.5
988,2022-07-18,Monday,Vivo,1,28029.33,Lata Goyal,18,Rajkot,UPI,5,Vivo S1,28029.33
989,2022-07-18,Monday,Vivo,8,58195.8,Isha Luthra,36,Indore,UPI,4,Vivo Y51,465566.4
990,2022-07-18,Monday,Apple,3,26320.15,Neeta Pillai,20,Jodhpur,Credit Card,5,iPhone SE,78960.45
991,2022-07-18,Monday,Apple,2,53376.61,Lalita Sheth,19,Chennai,Cash,5,iPhone 11,106753.22
992,2022-07-19,Tuesday,Samsung,1,22371.82,Prashant Verma,54,Delhi,UPI,5,Galaxy Note 20,22371.82
993,2022-07-19,Tuesday,OnePlus,4,24991.23,Prashant Sharma,34,Mumbai,UPI,3,OnePlus 9,99964.92
994,2022-07-19,Tuesday,Samsung,8,30187.67,Nikhil Arora,45,Mumbai,Cash,5,Galaxy S21,241501.36
995,2022-07-20,Wednesday,Apple,3,45349.38,Prashant Arora,35,Jodhpur,Credit Card,4,iPhone SE,136048.14
996,2022-07-20,Wednesday,Xiaomi,1,37265.34,Kiran Pathak,50,Mumbai,Debit Card,3,Redmi Note 10,37265.34
997,2022-07-20,Wednesday,Apple,4,54708.69,Ravi Jain,32,Rajkot,UPI,3,iPhone SE,218834.76
998,2022-07-20,Wednesday,OnePlus,9,22814.04,Yogesh Luthra,39,Mumbai,Cash,5,OnePlus 9,205326.36
999,2022-07-21,Thursday,Apple,1,10640.34,Arun Iyer,58,Patna,UPI,3,iPhone 12,10640.34
1000,2022-07-21,Thursday,OnePlus,2,56593.45,Anand Kapoor,44,Mumbai,Cash,3,OnePlus Nord,113186.9
1001,2022-07-21,Thursday,OnePlus,9,59298.96,Lata Alva,54,Indore,UPI,5,OnePlus 8T,533690.64
1002,2022-07-22,Friday,OnePlus,2,13568.81,Arun Siddiqui,49,Mumbai,Credit Card,4,OnePlus Nord,27137.62
1003,2022-07-22,Friday,OnePlus,3,46654.45,Bhavana Mehta,36,Bangalore,Cash,5,OnePlus Nord,139963.35
1004,2022-07-22,Friday,OnePlus,7,32692.41,Krishna Patel,45,Delhi,Debit Card,5,OnePlus Nord,228846.87
1005,2022-07-23,Saturday,Xiaomi,3,57633.74,Ramesh Shah,45,Vadodara,Debit Card,5,Redmi Note 10,172901.22
1006,2022-07-23,Saturday,Samsung,9,62464.87,Yogesh Malhotra,27,Hyderabad,UPI,5,Galaxy S21,562183.83
1007,2022-07-23,Saturday,Vivo,6,61060.23,Priyanka Dutta,37,Jodhpur,Debit Card,5,Vivo V20,366361.38
1008,2022-07-24,Sunday,Samsung,3,56632.25,Manoj Dutta,42,Ranchi,UPI,5,Galaxy A51,169896.75
1009,2022-07-24,Sunday,OnePlus,9,26143.13,Vijay Rawat,38,Bhopal,Cash,5,OnePlus 8T,235288.17
1010,2022-07-24,Sunday,Xiaomi,1,58713.38,Umesh Menon,31,Delhi,Cash,4,Mi 11,58713.38
1011,2022-07-25,Monday,Apple,3,42008.71,Vinod Prasad,39,Bhopal,Debit Card,5,iPhone SE,126026.13
1012,2022-07-25,Monday,Xiaomi,1,13165.4,Harish Prasad,43,Kanpur,Debit Card,5,Redmi 9,13165.4
1013,2022-07-25,Monday,OnePlus,2,37416.33,Bina Siddiqui,28,Delhi,Credit Card,5,OnePlus 8T,74832.66
1014,2022-07-25,Monday,Xiaomi,8,66529.48,Prashant Chatterjee,24,Ranchi,Cash,5,Redmi Note 10,532235.84
1015,2022-07-26,Tuesday,Xiaomi,7,63271.56,Amit Rathod,34,Bangalore,Debit Card,5,Redmi 9,442900.92
1016,2022-07-26,Tuesday,OnePlus,2,16135.86,Arun Shah,35,Mumbai,Debit Card,5,OnePlus 8T,32271.72
1017,2022-07-26,Tuesday,Xiaomi,2,54647.6,Umesh Kulkarni,24,Rajkot,Debit Card,3,Mi 11,109295.2
1018,2022-07-27,Wednesday,Vivo,9,58347.57,Bhavana Prasad,37,Lucknow,UPI,3,Vivo Y51,525128.13
1019,2022-07-27,Wednesday,Vivo,6,26283.29,Nikhil Rathod,55,Ludhiana,Credit Card,3,Vivo V20,157699.74
1020,2022-07-27,Wednesday,Xiaomi,5,38296.51,Anjali Srivastava,28,Mumbai,Cash,3,Mi 11,191482.55
1021,2022-07-28,Thursday,Apple,6,52659.28,Anita Kulkarni,33,Ranchi,Debit Card,5,iPhone 11,315955.68
1022,2022-07-28,Thursday,OnePlus,9,36342.49,Sumit Rathod,44,Gorakhpur,Debit Card,3,OnePlus 8T,327082.41
1023,2022-07-28,Thursday,Vivo,7,16767.82,Monika Rawat,28,Delhi,Debit Card,5,Vivo S1,117374.74
1024,2022-07-29,Friday,Apple,9,52352.95,Sumit Ghosh,33,Lucknow,UPI,4,iPhone SE,471176.55
1025,2022-07-29,Friday,Xiaomi,4,64698.32,Anita Menon,40,Lucknow,Cash,3,Redmi 9,258793.28
1026,2022-07-29,Friday,Apple,2,49149.08,Bhavana Yadav,29,Mumbai,Debit Card,5,iPhone 11,98298.16
1027,2022-07-29,Friday,Samsung,8,56428.04,Umesh Kaur,57,Delhi,Debit Card,4,Galaxy Note 20,451424.32
1028,2022-07-30,Saturday,Vivo,4,31501.75,Krishna Iyer,20,Patna,UPI,5,Vivo V20,126007
1029,2022-07-30,Saturday,Xiaomi,9,20991.89,Lalita Rao,19,Kanpur,UPI,4,Mi 11,188927.01
1030,2022-07-30,Saturday,OnePlus,4,48566.42,Kavita Kumar,55,Delhi,Credit Card,4,OnePlus 9,194265.68
1031,2022-07-30,Saturday,Xiaomi,8,29666.27,Neeta Singh,41,Rajkot,Credit Card,5,Mi 11,237330.16
1032,2022-07-31,Sunday,OnePlus,9,61604.41,Namita Siddiqui,46,Lucknow,Cash,3,OnePlus 9,554439.69
1033,2022-07-31,Sunday,Xiaomi,9,17357.68,Anand Bhattacharya,51,Kanpur,Credit Card,5,Redmi 9,156219.12
1034,2022-07-31,Sunday,Apple,4,36007.82,Kavita Bhatnagar,37,Delhi,Cash,5,iPhone 11,144031.28
1035,2022-07-31,Sunday,Apple,1,33803.66,Arun Prasad,35,Patna,Credit Card,5,iPhone 12,33803.66
1036,2022-08-01,Monday,Apple,3,66283.23,Kiran Rathod,31,Delhi,Debit Card,5,iPhone SE,198849.69
1037,2022-08-01,Monday,Samsung,9,19188.09,Bina Teja,35,Jodhpur,Credit Card,5,Galaxy A51,172692.81
1038,2022-08-01,Monday,OnePlus,4,10590.81,Devendra Mathur,19,Kolkata,Debit Card,4,OnePlus 8T,42363.24
1039,2022-08-01,Monday,Apple,5,24285.11,Lalita Alva,18,Ranchi,Cash,3,iPhone 12,121425.55
1040,2022-08-02,Tuesday,Samsung,7,59216.61,Tanuja Reddy,37,Delhi,Credit Card,3,Galaxy S21,414516.27
1041,2022-08-02,Tuesday,OnePlus,5,22559.31,Prashant Sharma,51,Delhi,Credit Card,5,OnePlus 9,112796.55
1042,2022-08-02,Tuesday,Xiaomi,4,24452.68,Rajesh Prasad,58,Mumbai,Credit Card,5,Redmi 9,97810.72
1043,2022-08-03,Wednesday,Samsung,2,17793.93,Jyoti Rawat,58,Delhi,Debit Card,5,Galaxy S21,35587.86
1044,2022-08-03,Wednesday,Vivo,2,52926.17,Sachin Varma,28,Bangalore,Debit Card,5,Vivo S1,105852.34
1045,2022-08-03,Wednesday,Samsung,4,14150.45,Pankaj Mehta,44,Delhi,Credit Card,5,Galaxy S21,56601.8
1046,2022-08-04,Thursday,Samsung,9,29872.5,Meena Dutta,40,Indore,Cash,5,Galaxy A51,268852.5
1047,2022-08-04,Thursday,OnePlus,8,26949.92,Monika Nambiar,55,Madurai,Debit Card,5,OnePlus 8T,215599.36
1048,2022-08-04,Thursday,Xiaomi,3,43309.58,Tapan Rathod,20,Mumbai,UPI,5,Redmi 9,129928.74
1049,2022-08-04,Thursday,Vivo,9,53824.98,Sunil Kumar,29,Mumbai,Cash,5,Vivo V20,484424.82
1050,2022-08-05,Friday,Apple,5,41972.59,Namita Siddiqui,47,Chennai,Cash,5,iPhone SE,209862.95
1051,2022-08-05,Friday,Apple,3,65861.56,Prashant Jain,48,Jodhpur,Cash,5,iPhone 12,197584.68
1052,2022-08-05,Friday,Samsung,5,67086.56,Kunal Yadav,40,Mumbai,Debit Card,5,Galaxy Note 20,335432.8
1053,2022-08-06,Saturday,OnePlus,4,31687.92,Umesh Ghosh,18,Rajkot,Credit Card,4,OnePlus Nord,126751.68
1054,2022-08-06,Saturday,OnePlus,8,56660.82,Lata Mehta,58,Ranchi,Credit Card,5,OnePlus 8T,453286.56
1055,2022-08-06,Saturday,Apple,5,54328.08,Ravi Arora,37,Mumbai,UPI,5,iPhone SE,271640.4
1056,2022-08-07,Sunday,Vivo,8,63577.88,Kavita Nair,23,Indore,Credit Card,5,Vivo S1,508623.04
1057,2022-08-07,Sunday,Xiaomi,9,36876.62,Kavita Teja,28,Chennai,UPI,5,Mi 11,331889.58
1058,2022-08-07,Sunday,Vivo,4,41828.39,Sunita Sheth,52,Kolkata,UPI,5,Vivo Y51,167313.56
1059,2022-08-08,Monday,Xiaomi,7,34946.46,Isha Ahuja,21,Patna,Credit Card,3,Redmi 9,244625.22
1060,2022-08-08,Monday,Apple,2,61022.62,Ravi Teja,46,Delhi,UPI,5,iPhone SE,122045.24
1061,2022-08-08,Monday,Xiaomi,6,23782.14,Ramesh Srivastava,27,Hyderabad,Cash,5,Redmi 9,142692.84
1062,2022-08-08,Monday,OnePlus,8,24382.54,Sneha Rao,46,Ludhiana,Cash,3,OnePlus 8T,195060.32
1063,2022-08-09,Tuesday,Samsung,7,32356.31,Vivek Bhatnagar,55,Patna,Cash,5,Galaxy S21,226494.17
1064,2022-08-09,Tuesday,Samsung,7,23820.57,Navin Sharma,18,Mumbai,Debit Card,5,Galaxy Note 20,166743.99
1065,2022-08-09,Tuesday,Apple,8,43660.41,Priya Siddiqui,57,Bangalore,UPI,4,iPhone SE,349283.28
1066,2022-08-09,Tuesday,OnePlus,7,18069.41,Shruti Kulkarni,25,Madurai,UPI,4,OnePlus Nord,126485.87
1067,2022-08-10,Wednesday,Vivo,5,29211.17,Nikhil Bhattacharya,55,Patna,Cash,4,Vivo Y51,146055.85
1068,2022-08-10,Wednesday,OnePlus,7,64806.68,Navin Solanki,34,Mumbai,Debit Card,5,OnePlus Nord,453646.76
1069,2022-08-10,Wednesday,Samsung,3,34553.53,Reena Bhattacharya,36,Delhi,Credit Card,5,Galaxy A51,103660.59
1070,2022-08-11,Thursday,Samsung,5,54894.02,Radha Gupta,50,Coimbatore,Cash,3,Galaxy A51,274470.1
1071,2022-08-11,Thursday,OnePlus,7,16807.73,Monika Bhatnagar,32,Ranchi,Debit Card,5,OnePlus Nord,117654.11
1072,2022-08-11,Thursday,OnePlus,9,24853.87,Tapan Varma,48,Delhi,Credit Card,5,OnePlus Nord,223684.83
1073,2022-08-11,Thursday,Samsung,2,58440.74,Ayesha Solanki,38,Mumbai,Debit Card,3,Galaxy S21,116881.48
1074,2022-08-12,Friday,Vivo,4,55779.58,Lalita Alva,20,Vadodara,Credit Card,3,Vivo Y51,223118.32
1075,2022-08-12,Friday,Apple,7,33169.36,Vivek Menon,19,Delhi,UPI,5,iPhone 11,232185.52
1076,2022-08-12,Friday,Apple,1,67263.81,Priyanka Jain,52,Delhi,UPI,5,iPhone 11,67263.81
1077,2022-08-12,Friday,OnePlus,2,64638.58,Sneha Sharma,58,Ranchi,Debit Card,5,OnePlus 9,129277.16
1078,2022-08-13,Saturday,Apple,9,67738.04,Mala Pathak,33,Vadodara,Debit Card,5,iPhone 12,609642.36
1079,2022-08-13,Saturday,Samsung,7,35674.88,Navin Kapoor,38,Delhi,Credit Card,4,Galaxy Note 20,249724.16
1080,2022-08-13,Saturday,Samsung,7,21848.42,Tapan Ahuja,29,Delhi,Debit Card,5,Galaxy Note 20,152938.94
1081,2022-08-13,Saturday,OnePlus,6,47599.52,Ramesh Solanki,45,Delhi,Debit Card,3,OnePlus 8T,285597.12
1082,2022-08-14,Sunday,OnePlus,3,51086.39,Yogesh Patel,29,Hyderabad,Credit Card,3,OnePlus Nord,153259.17
1083,2022-08-14,Sunday,OnePlus,3,17526.51,Nikhil Ahuja,50,Delhi,Credit Card,4,OnePlus 9,52579.53
1084,2022-08-14,Sunday,Vivo,2,57188.98,Vivek Prasad,37,Patna,UPI,3,Vivo V20,114377.96
1085,2022-08-14,Sunday,Apple,6,11083.61,Navin Mathur,57,Bangalore,Cash,4,iPhone SE,66501.66
1086,2022-08-15,Monday,OnePlus,4,38963.7,Sunita Teja,38,Delhi,Debit Card,5,OnePlus 9,155854.8
1087,2022-08-15,Monday,Xiaomi,5,29860.98,Bhavana Mishra,56,Delhi,Credit Card,4,Mi 11,149304.9
1088,2022-08-15,Monday,Xiaomi,3,54418.18,Aditya Menon,58,Rajkot,UPI,5,Redmi Note 10,163254.54
1089,2022-08-15,Monday,Samsung,6,28765.64,Anita Sharma,59,Vadodara,Cash,4,Galaxy A51,172593.84
1090,2022-08-16,Tuesday,Apple,3,59608.43,Manoj Mehta,53,Rajkot,Debit Card,5,iPhone 11,178825.29
1091,2022-08-16,Tuesday,OnePlus,8,45697.21,Deepika Shah,39,Bangalore,UPI,4,OnePlus 9,365577.68
1092,2022-08-16,Tuesday,Xiaomi,9,57633.6,Amit Das,43,Delhi,Cash,5,Mi 11,518702.4
1093,2022-08-17,Wednesday,Apple,4,69360.44,Pooja Menon,24,Delhi,Debit Card,5,iPhone 12,277441.76
1094,2022-08-17,Wednesday,Samsung,9,50749.5,Yogesh Kaur,24,Lucknow,UPI,5,Galaxy Note 20,456745.5
1095,2022-08-17,Wednesday,Vivo,7,69097.02,Anjali Varma,25,Delhi,Debit Card,5,Vivo S1,483679.14
1096,2022-08-17,Wednesday,Apple,3,11730.18,Sanjay Patel,43,Delhi,Cash,5,iPhone SE,35190.54
1097,2022-08-18,Thursday,Apple,7,30288.4,Anjali Varma,41,Delhi,Credit Card,5,iPhone 12,212018.8
1098,2022-08-18,Thursday,Vivo,1,16471.2,Vinod Dutta,41,Mumbai,UPI,4,Vivo V20,16471.2
1099,2022-08-18,Thursday,Apple,3,25738.3,Meena Desai,57,Delhi,Cash,5,iPhone 11,77214.9
1100,2022-08-19,Friday,Samsung,6,60333.27,Umesh Rawat,29,Delhi,Debit Card,5,Galaxy A51,361999.62
1101,2022-08-19,Friday,Samsung,4,11939.4,Pankaj Arora,25,Gorakhpur,Cash,5,Galaxy Note 20,47757.6
1102,2022-08-19,Friday,Vivo,7,41210.98,Sumit Reddy,26,Mumbai,Cash,5,Vivo S1,288476.86
1103,2022-08-20,Saturday,OnePlus,3,44027.72,Nikhil Kapoor,20,Patna,Credit Card,5,OnePlus 8T,132083.16
1104,2022-08-20,Saturday,Xiaomi,1,43669.07,Amit Prasad,38,Delhi,UPI,5,Mi 11,43669.07
1105,2022-08-20,Saturday,OnePlus,9,38517.82,Ayesha Patel,48,Chennai,Cash,5,OnePlus 8T,346660.38
1106,2022-08-20,Saturday,Apple,6,57436.18,Rajesh Ghosh,41,Kanpur,Credit Card,3,iPhone 12,344617.08
1107,2022-08-21,Sunday,Xiaomi,8,18012.59,Gita Bhattacharya,21,Delhi,Credit Card,5,Redmi 9,144100.72
1108,2022-08-21,Sunday,Vivo,3,28634.62,Sanjay Das,37,Delhi,Credit Card,1,Vivo V20,85903.86
1109,2022-08-21,Sunday,Vivo,8,46943.56,Deepika Reddy,33,Gorakhpur,Debit Card,4,Vivo V20,375548.48
1110,2022-08-22,Monday,Xiaomi,2,51457.08,Krishna Nambiar,27,Ludhiana,Credit Card,4,Mi 11,102914.16
1111,2022-08-22,Monday,Samsung,4,34248.91,Mala Mathur,43,Delhi,Credit Card,3,Galaxy A51,136995.64
1112,2022-08-22,Monday,Xiaomi,3,62522.28,Krishna Menon,46,Delhi,Credit Card,1,Redmi Note 10,187566.84
1113,2022-08-23,Tuesday,Apple,1,34929.6,Rajesh Menon,22,Jodhpur,Credit Card,5,iPhone 11,34929.6
1114,2022-08-23,Tuesday,Samsung,7,34166.57,Devendra Srivastava,28,Bhopal,UPI,5,Galaxy A51,239165.99
1115,2022-08-23,Tuesday,Vivo,2,12172.44,Sanjay Pathak,46,Delhi,UPI,5,Vivo S1,24344.88
1116,2022-08-24,Wednesday,Xiaomi,4,43068.48,Sunita Verma,32,Patna,Credit Card,3,Redmi Note 10,172273.92
1117,2022-08-24,Wednesday,OnePlus,9,52520.85,Sachin Joshi,23,Mumbai,Cash,3,OnePlus 8T,472687.65
1118,2022-08-24,Wednesday,OnePlus,6,16866.29,Krishna Alva,32,Jodhpur,Debit Card,3,OnePlus 9,101197.74
1119,2022-08-24,Wednesday,Apple,8,28325.97,Amit Rao,37,Kolkata,Cash,3,iPhone SE,226607.76
1120,2022-08-25,Thursday,OnePlus,2,56875.42,Lalita Sheth,51,Delhi,Cash,3,OnePlus 9,113750.84
1121,2022-08-25,Thursday,Xiaomi,7,31955.17,Anita Prasad,19,Delhi,Credit Card,3,Mi 11,223686.19
1122,2022-08-25,Thursday,Xiaomi,6,24496.15,Vivek Alva,33,Madurai,Cash,5,Redmi 9,146976.9
1123,2022-08-25,Thursday,OnePlus,9,50332.04,Kiran Bhattacharya,36,Indore,UPI,5,OnePlus 8T,452988.36
1124,2022-08-26,Friday,Xiaomi,7,21805.53,Vinod Pathak,51,Kolkata,UPI,5,Mi 11,152638.71
1125,2022-08-26,Friday,Apple,1,63739.18,Nikhil Rathod,31,Delhi,Debit Card,5,iPhone SE,63739.18
1126,2022-08-26,Friday,Samsung,8,16335.9,Lata Dutta,41,Mumbai,UPI,3,Galaxy Note 20,130687.2
1127,2022-08-27,Saturday,Apple,3,52392.99,Kunal Patel,45,Delhi,UPI,5,iPhone 11,157178.97
1128,2022-08-27,Saturday,Apple,2,39972.92,Deepika Alva,49,Mumbai,Credit Card,3,iPhone 11,79945.84
1129,2022-08-27,Saturday,Xiaomi,3,62195.77,Radha Jain,54,Mumbai,UPI,5,Redmi 9,186587.31
1130,2022-08-27,Saturday,Samsung,6,17571.71,Kiran Pathak,27,Hyderabad,Cash,4,Galaxy Note 20,105430.26
1131,2022-08-28,Sunday,Xiaomi,3,50673.7,Krishna Goyal,26,Lucknow,Cash,5,Redmi Note 10,152021.1
1132,2022-08-28,Sunday,Vivo,5,44323.28,Tapan Ahuja,41,Delhi,UPI,1,Vivo V20,221616.4
1133,2022-08-28,Sunday,Xiaomi,6,38805.41,Priya Patel,53,Hyderabad,Debit Card,5,Mi 11,232832.46
1134,2022-08-28,Sunday,Xiaomi,8,39484.44,Anita Ghosh,46,Ludhiana,Debit Card,1,Redmi Note 10,315875.52
1135,2022-08-29,Monday,Xiaomi,7,53318.62,Deepika Menon,46,Mumbai,Debit Card,5,Redmi Note 10,373230.34
1136,2022-08-29,Monday,Samsung,8,66264.5,Vinod Kaur,40,Mumbai,UPI,5,Galaxy A51,530116
1137,2022-08-29,Monday,Xiaomi,3,15475.1,Krishna Bhattacharya,44,Patna,Debit Card,4,Mi 11,46425.3
1138,2022-08-29,Monday,Samsung,4,11170.16,Arun Mathur,48,Patna,UPI,5,Galaxy A51,44680.64
1139,2022-08-30,Tuesday,OnePlus,6,58342.29,Deepika Solanki,24,Mumbai,Cash,5,OnePlus 8T,350053.74
1140,2022-08-30,Tuesday,Vivo,7,16490.16,Rajesh Prasad,21,Delhi,Debit Card,5,Vivo V20,115431.12
1141,2022-08-30,Tuesday,Samsung,9,69201.81,Priya Singh,31,Delhi,Debit Card,3,Galaxy A51,622816.29
1142,2022-08-30,Tuesday,OnePlus,1,47160.89,Vinod Dutta,59,Madurai,Debit Card,5,OnePlus Nord,47160.89
1143,2022-08-31,Wednesday,Samsung,8,49051.98,Meena Verma,59,Delhi,Cash,5,Galaxy S21,392415.84
1144,2022-08-31,Wednesday,Samsung,8,21933.5,Rohan Goyal,27,Lucknow,UPI,4,Galaxy S21,175468
1145,2022-08-31,Wednesday,Vivo,6,24418.74,Priya Siddiqui,51,Mumbai,Cash,1,Vivo Y51,146512.44
1146,2022-09-01,Thursday,Apple,4,49561.02,Meena Menon,43,Mumbai,Cash,1,iPhone 11,198244.08
1147,2022-09-01,Thursday,Apple,3,64583.61,Aditya Joshi,40,Delhi,Credit Card,4,iPhone 12,193750.83
1148,2022-09-01,Thursday,Samsung,3,68943.43,Rohan Jain,26,Mumbai,Debit Card,5,Galaxy S21,206830.29
1149,2022-09-02,Friday,Xiaomi,6,21881.86,Ravi Teja,54,Delhi,UPI,5,Redmi 9,131291.16
1150,2022-09-02,Friday,OnePlus,8,18047.18,Lata Chatterjee,25,Lucknow,UPI,5,OnePlus Nord,144377.44
1151,2022-09-02,Friday,Xiaomi,7,13384.08,Bhavana Ghosh,31,Madurai,Credit Card,4,Mi 11,93688.56
1152,2022-09-02,Friday,Xiaomi,1,62097.82,Sunita Singh,24,Ranchi,Credit Card,5,Redmi 9,62097.82
1153,2022-09-03,Saturday,Samsung,6,27682.89,Deepika Gupta,24,Kolkata,Cash,1,Galaxy S21,166097.34
1154,2022-09-03,Saturday,Samsung,7,10108.72,Amit Prasad,26,Delhi,Credit Card,3,Galaxy S21,70761.04
1155,2022-09-03,Saturday,Samsung,7,23429.09,Prashant Gupta,20,Mumbai,UPI,5,Galaxy S21,164003.63
1156,2022-09-03,Saturday,Samsung,9,30426.46,Anjali Thakur,31,Vadodara,UPI,3,Galaxy S21,273838.14
1157,2022-09-04,Sunday,Apple,5,69459.17,Manoj Iyer,34,Jodhpur,UPI,5,iPhone 11,347295.85
1158,2022-09-04,Sunday,Samsung,1,41412.5,Prashant Nair,39,Delhi,Cash,4,Galaxy S21,41412.5
1159,2022-09-04,Sunday,Apple,2,22282.84,Prashant Nair,43,Ranchi,Debit Card,3,iPhone 12,44565.68
1160,2022-09-05,Monday,Apple,4,30089.1,Kavita Iyer,45,Ludhiana,Debit Card,5,iPhone 12,120356.4
1161,2022-09-05,Monday,Samsung,5,29818.46,Namita Pathak,31,Mumbai,Cash,4,Galaxy S21,149092.3
1162,2022-09-05,Monday,Vivo,9,11183.54,Nikhil Chaudhary,26,Delhi,UPI,1,Vivo Y51,100651.86
1163,2022-09-06,Tuesday,OnePlus,1,18110.98,Rajesh Kulkarni,43,Delhi,UPI,5,OnePlus 8T,18110.98
1164,2022-09-06,Tuesday,Xiaomi,3,51711.79,Namita Patel,19,Mumbai,Cash,4,Redmi 9,155135.37
1165,2022-09-06,Tuesday,Apple,5,17215.06,Krishna Joshi,28,Jodhpur,Cash,4,iPhone 11,86075.3
1166,2022-09-06,Tuesday,OnePlus,3,23844.06,Isha Singh,34,Mumbai,Credit Card,1,OnePlus 8T,71532.18
1167,2022-09-07,Wednesday,Vivo,4,31044.24,Rohan Sheth,51,Hyderabad,Cash,3,Vivo Y51,124176.96
1168,2022-09-07,Wednesday,Xiaomi,3,55464.1,Radha Kaur,36,Patna,Debit Card,5,Redmi 9,166392.3
1169,2022-09-07,Wednesday,Xiaomi,4,44944.06,Meena Prasad,56,Mumbai,Cash,3,Redmi Note 10,179776.24
1170,2022-09-08,Thursday,Apple,1,51340,Pooja Joshi,35,Mumbai,UPI,4,iPhone SE,51340
1171,2022-09-08,Thursday,Samsung,8,44020.74,Pankaj Singh,30,Gorakhpur,UPI,5,Galaxy S21,352165.92
1172,2022-09-08,Thursday,Vivo,4,51015.55,Anand Pillai,22,Bhopal,UPI,5,Vivo Y51,204062.2
1173,2022-09-08,Thursday,Apple,7,10170.53,Vijay Siddiqui,40,Delhi,Debit Card,5,iPhone 12,71193.71
1174,2022-09-09,Friday,Vivo,2,65853.89,Rajesh Ahuja,41,Gorakhpur,Debit Card,5,Vivo S1,131707.78
1175,2022-09-09,Friday,Samsung,2,16655.21,Anjali Thakur,46,Bhopal,Credit Card,4,Galaxy S21,33310.42
1176,2022-09-09,Friday,Samsung,6,34374.95,Sunil Rawat,25,Mumbai,Cash,1,Galaxy S21,206249.7
1177,2022-09-09,Friday,Apple,2,56262.3,Kavita Rawat,43,Jodhpur,Credit Card,3,iPhone 11,112524.6
1178,2022-09-10,Saturday,Samsung,6,36113.84,Kiran Gupta,32,Delhi,Cash,3,Galaxy S21,216683.04
1179,2022-09-10,Saturday,OnePlus,2,66810.55,Lata Verma,18,Delhi,Cash,1,OnePlus 9,133621.1
1180,2022-09-10,Saturday,Xiaomi,4,38055.34,Meena Patel,45,Delhi,Debit Card,1,Mi 11,152221.36
1181,2022-09-11,Sunday,Apple,7,62496.36,Rohan Thakur,31,Delhi,UPI,5,iPhone SE,437474.52
1182,2022-09-11,Sunday,Vivo,8,58649.69,Mala Ghosh,59,Ranchi,Cash,1,Vivo Y51,469197.52
1183,2022-09-11,Sunday,OnePlus,3,68859.18,Lalita Siddiqui,51,Delhi,Debit Card,5,OnePlus 9,206577.54
1184,2022-09-12,Monday,Apple,9,65592.87,Sachin Iyer,48,Chennai,Credit Card,5,iPhone 11,590335.83
1185,2022-09-12,Monday,Samsung,2,63887.43,Sunita Singh,23,Madurai,UPI,4,Galaxy Note 20,127774.86
1186,2022-09-12,Monday,Samsung,8,53896.26,Kiran Ghosh,22,Delhi,Credit Card,5,Galaxy S21,431170.08
1187,2022-09-12,Monday,Samsung,8,32019.89,Shruti Shah,48,Delhi,Credit Card,5,Galaxy A51,256159.12
1188,2022-09-13,Tuesday,Samsung,4,16367.53,Amit Goyal,54,Ludhiana,Debit Card,3,Galaxy Note 20,65470.12
1189,2022-09-13,Tuesday,Vivo,1,51318.7,Pooja Goyal,32,Delhi,UPI,1,Vivo S1,51318.7
1190,2022-09-13,Tuesday,OnePlus,1,68719.24,Sunil Jain,32,Bhopal,Cash,5,OnePlus 8T,68719.24
1191,2022-09-13,Tuesday,Xiaomi,2,53596.27,Pankaj Bhattacharya,22,Patna,Credit Card,1,Redmi Note 10,107192.54
1192,2022-09-14,Wednesday,Vivo,9,65723.76,Bhavana Bhatnagar,45,Delhi,Cash,3,Vivo V20,591513.84
1193,2022-09-14,Wednesday,Vivo,2,58258.28,Navin Gupta,50,Ludhiana,UPI,1,Vivo Y51,116516.56
1194,2022-09-14,Wednesday,Xiaomi,2,19786.88,Krishna Mehta,28,Delhi,Debit Card,5,Mi 11,39573.76
1195,2022-09-15,Thursday,Xiaomi,6,24952.23,Sunita Sheth,23,Gorakhpur,Debit Card,1,Mi 11,149713.38
1196,2022-09-15,Thursday,Samsung,7,30511.94,Lalita Nambiar,40,Bangalore,Debit Card,3,Galaxy S21,213583.58
1197,2022-09-15,Thursday,Vivo,7,20095.63,Sunil Dutta,57,Delhi,Cash,5,Vivo Y51,140669.41
1198,2022-09-15,Thursday,Apple,9,44899.08,Manoj Nambiar,19,Indore,Cash,1,iPhone 12,404091.72
1199,2022-09-16,Friday,Xiaomi,6,68527.03,Radha Gupta,32,Hyderabad,UPI,3,Mi 11,411162.18
